,Restuarantid,Restaurant,Restaurant_Type,Price_for_two,Cuisine,Location,Area,Link,Timing,Dining_Review_Count,Dining_Rating,Delivery_Rating,Delivery_Review_Count,Price per Person,Rating Category,Total Review Count,Popularity score,price range category
439,440,Mitico Coffee Roasters,"Cafe, Continental, Italian, Burger, North Indian, Salad, Shake, Beverages",900,Cafe," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/mitico-coffee-roasters-koramangala-5th-block-bangalore/info,11am – 12midnight (Today),275,4.4,4.2,94,450,Good,369,1624.6,Low
440,441,Seta,"Asian, Mediterranean, Chinese, Desserts",2500,Asian," Hilton Bangalore Embassy GolfLinks, Domlur, Bangalore",Hilton Bangalore Embassy GolfLinks,https://www.zomato.com/bangalore/seta-domlur-bangalore/info,6:30pm – 11:30pm (Today),226,4.6,0.0,0,1250,Excellent,226,1040.6,High
441,442,Hokkaido Japanese & Korean Restaurants,"Japanese, Korean",2000,Japanese," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/hokkaido-japanese-korean-restaurants-indiranagar-bangalore/info,Opens tomorrow at 12noon,333,4.1,4.0,14,1000,Good,347,1423.7,Medium
442,443,Hoppipola,"Continental, Italian, Chinese, North Indian, Pizza, Beverages",2000,Continental," Church Street, Bangalore",Church Street,https://www.zomato.com/bangalore/hoppipola-church-street/info,12noon – 1am (Today),2768,4.1,4.5,125,1000,Good,2893,11862.3,Medium
443,444,Sathya's,"North Indian, Chinese, Beverages",1400,North Indian," Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,https://www.zomato.com/bangalore/sathyas-koramangala-3rd-block/info,10am – 12midnight (Today),927,4.1,0.0,0,700,Good,927,3801.7,Medium
444,445,Subz,"North Indian, Chinese, Desserts, Beverages",1200,North Indian," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/subz-jayanagar/info,Opens tomorrow at 12noon,2187,4.0,3.7,473,600,Good,2660,10641.0,Medium
445,446,Kathpal's,"North Indian, Chinese, Biryani, Street Food, Desserts, Beverages",1000,North Indian," Vega City, Bannerghatta Road, Bangalore",Vega City,https://www.zomato.com/bangalore/kathpals-bannerghatta-road-bangalore/info,11:30am – 11:30pm (Today),1555,4.2,4.2,898,500,Good,2453,10303.6,Low
446,447,Elysium By Stories,"South Indian, North Indian, Fast Food, Oriental",1400,South Indian," Sarjapur Road, Bangalore",Sarjapur Road,https://www.zomato.com/bangalore/elysium-by-stories-sarjapur-road-bangalore/info,Not Provided,1206,4.3,0.0,0,700,Good,1206,5186.8,Medium
447,448,Isobel,"Cafe, Continental, Italian, Beverages",700,Cafe," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/isobel-1-jayanagar-bangalore/info,8am – 12midnight (Today),113,4.2,3.9,22,350,Good,135,568.0,Low
448,449,The Market - The Ritz-Carlton,"North Indian, European, Asian",3000,North Indian," The Ritz-Carlton, Bangalore, Bangalore",The Ritz-Carlton,https://www.zomato.com/bangalore/the-market-the-ritz-carlton-residency-road/info,6:30am – 12:30am (Today),1066,4.1,4.1,60,1500,Good,1126,4617.6,High
449,450,Just BLR Arena,"Continental, North Indian, Italian, Beverages",1800,Continental," Brigade Road, Bangalore",Brigade Road,https://www.zomato.com/bangalore/just-blr-arena-1-brigade-road-bangalore/info,7pm – 12:45am (Today),1313,4.4,0.0,0,900,Good,1313,5778.2,Medium
450,451,Kenzai,"Asian, Japanese, Chinese, Salad, Desserts, Beverages",1700,Asian," Garuda Mall, Magrath Road, Bangalore",Garuda Mall,https://www.zomato.com/bangalore/kenzai-brigade-road-bangalore/info,Opens tomorrow at 12noon,212,4.3,4.0,28,850,Good,240,1033.0,Medium
451,452,Graffiti by HOC,"Continental, Chinese, Modern Indian, Beverages",1000,Continental," Kalyan Nagar, Bangalore",Kalyan Nagar,https://www.zomato.com/bangalore/graffiti-by-hoc-kalyan-nagar-bangalore/info,10:30am – 1am (Today),151,4.3,0.0,0,500,Good,151,650.3,Low
452,453,Sultans Of Spice,"North Indian, Mughlai, Afghan, Biryani, Desserts, Beverages",1700,North Indian," BluPetal Hotel, Koramangala, Bangalore",BluPetal Hotel,https://www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block-bangalore/info,Opens tomorrow at 12noon,4551,4.4,4.1,1969,850,Good,6520,28689.0,Medium
453,454,Sardarji Londonwaley,"North Indian, Chinese, Mughlai, Biryani, Beverages",950,North Indian," Koramangala 7th Block, Bangalore",Koramangala 7th Block,https://www.zomato.com/bangalore/sardarji-londonwaley-koramangala-7th-block-bangalore/info,"12midnight – 3am, 11am – 12midnight (Today)",917,3.4,3.9,38300,475,Average,39217,133338.8,Low
454,455,Tea Villa Cafe,"Cafe, Continental, Chinese, Mexican, Fast Food, Tea, Beverages, Desserts",1400,Cafe," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/tea-villa-cafe-jayanagar-bangalore/info,Opens tomorrow at 10:30am,2555,4.0,4.0,500,700,Good,3055,12221.0,Medium
455,456,Mangroove Retreat Dining,"Chinese, Asian",2500,Chinese," Electronic City, Bangalore",Electronic City,https://www.zomato.com/bangalore/mangroove-retreat-dining-electronic-city-bangalore/info,12noon – 12midnight (Today),35,4.0,0.0,0,1250,Good,35,141.0,High
456,457,Parika Multicuisine & Coastal Fine Dine,"Mangalorean, Seafood, North Indian, Asian, Chinese, South Indian, Desserts, Beverages",1300,Mangalorean," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/parika-multicuisine-coastal-fine-dine-hsr/info,11:30am – 11:30pm (Today),1963,4.3,4.1,1757,650,Good,3720,15997.0,Medium
457,458,Mainland China,"Chinese, Sushi, Seafood, Asian, Japanese, Beverages",2000,Chinese," Church Street, Bangalore",Church Street,https://www.zomato.com/bangalore/mainland-china-1-church-street-bangalore/info,Opens tomorrow at 12noon,3338,4.4,4.3,1013,1000,Good,4351,19145.4,Medium
458,459,Rim Naam - The Oberoi,"Thai, Asian, Seafood, Desserts",5000,Thai," The Oberoi, Bengaluru, Bangalore",The Oberoi,https://www.zomato.com/bangalore/rim-naam-the-oberoi-mg-road-bangalore/info,"12:30pm – 3pm, 7:30pm – 11:30pm (Today)",1218,4.9,0.0,0,2500,Excellent,1218,5969.2,High
459,460,Naati Sthala,"Biryani, South Indian",550,Biryani," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/naati-sthala-jp-nagar-bangalore/info,12noon – 12midnight (Today),28,3.8,4.1,142,275,Average,170,647.0,Low
460,461,Taiki,"Korean, Japanese, Sushi, Salad, Desserts, Tea, Beverages",700,Korean," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/taiki-jp-nagar-bangalore/info,Opens tomorrow at 12noon,276,4.2,4.0,18,350,Good,294,1235.8,Low
461,462,Onesta,"Pizza, Pasta, Sandwich, Fast Food, Desserts, Beverages",1000,Pizza," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/onesta-hsr/info,11am – 12midnight (Today),5769,4.2,3.4,16600,500,Good,22369,93950.8,Low
462,463,The Rice Bowl,"Asian, Chinese, Sichuan, Seafood, Desserts",1600,Asian," Hotel Southern Star, Lavelle Road, Bangalore",Hotel Southern Star,https://www.zomato.com/bangalore/the-rice-bowl-1-lavelle-road/info,Opens tomorrow at 12noon,1277,4.3,4.4,890,800,Good,2167,9319.1,Medium
463,464,Kharva Resto Bar,"Chinese, Fast Food, Seafood, Continental, North Indian, Modern Indian, Biryani, Desserts",1000,Chinese," Sarjapur Road, Bangalore",Sarjapur Road,https://www.zomato.com/bangalore/kharva-resto-bar-sarjapur-road-bangalore/info,12noon – 11:45pm (Today),669,4.2,4.2,648,500,Good,1317,5532.4,Low
464,465,The Drawing Room By Smoke House Deli,"Continental, Italian, Beverages",3000,Continental," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/the-drawing-room-by-smoke-house-deli-indiranagar-bangalore/info,12noon – 1am (Today),65,4.4,0.0,0,1500,Good,65,287.0,High
465,466,1522 - The Pub,"Bar Food, North Indian, Mughlai, Chinese, Oriental, Pasta, Desserts, Beverages",2500,Bar Food," Kalyan Nagar, Bangalore",Kalyan Nagar,https://www.zomato.com/bangalore/1522-the-pub-kalyan-nagar-bangalore/info,11:30am – 12midnight (Today),15,3.9,0.0,0,1250,Average,15,59.5,High
466,467,Mooch Marod,"North Indian, Beverages",600,North Indian," Koramangala 6th Block, Bangalore",Koramangala 6th Block,https://www.zomato.com/bangalore/mooch-marod-koramangala-6th-block-bangalore/info,"11:30am – 4:30pm, 6:30pm – 11:30pm (Today)",3078,4.2,3.7,89,300,Good,3167,13302.4,Low
467,468,Bg'S Poolside Bar & Grill - Courtyard By Marriott,"Mediterranean, Italian, Mexican, Fast Food, Desserts",2000,Mediterranean," Courtyard by Marriott, Bellandur, Bangalore",Courtyard by Marriott,https://www.zomato.com/bangalore/bgs-poolside-bar-grill-courtyard-by-marriott-bellandur-bangalore/info,4pm – 1am (Today),385,4.2,0.0,0,1000,Good,385,1618.0,Medium
468,469,Tree Tops Bar & Kitchen,"Finger Food, North Indian, Chinese, Burger, Seafood, Desserts",1300,Finger Food," Hotel Southern Star, Lavelle Road, Bangalore",Hotel Southern Star,https://www.zomato.com/bangalore/tree-tops-bar-kitchen-lavelle-road-bangalore/info,12noon – 12:30am (Today),1423,4.2,4.0,16,650,Good,1439,6044.8,Medium
469,470,Quattro - The Leela Bhartiya City Bengaluru,"North Indian, Mediterranean, European",3500,North Indian," The Leela Bhartiya City, Bengaluru, Bangalore",The Leela Bhartiya City,https://www.zomato.com/bangalore/quattro-the-leela-bhartiya-city-bengaluru-jakkur-bangalore/info,Opens tomorrow at 7am,333,4.2,4.2,297,1750,Good,630,2647.0,High
470,471,Shift Lounge & Bar,"Continental, Bar Food, North Indian, Italian, Chinese, Mughlai, Desserts, Beverages",2000,Continental," Bommanahalli, Bangalore",Bommanahalli,https://www.zomato.com/bangalore/shift-lounge-bar-bommanahalli-bangalore/info,11am – 12:30am (Today),683,4.5,0.0,0,1000,Excellent,683,3074.5,Medium
471,472,CEVI,"North Indian, Biryani, Seafood, Beverages, Desserts",1500,North Indian," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/cevi-hsr-bangalore/info,Opens tomorrow at 12noon,189,4.5,3.7,14,750,Excellent,203,914.5,Medium
472,473,Hyderabad Biryaani House - Since 2003,"Biryani, North Indian, Chinese, Mughlai, Seafood, Beverages, Desserts",950,Biryani," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/hyderabad-biryaani-house-since-2003-koramangala-5th-block-bangalore/info,"11:30am – 4pm, 6:30pm – 1am (Today)",947,4.0,3.9,31400,475,Good,32347,129389.0,Low
473,474,Copper + Cloves,"Salad, Healthy Food, Sandwich, Coffee, Beverages, Juices",600,Salad," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/copper-cloves-indiranagar-bangalore/info,Opens tomorrow at 9:30am,37,4.4,0.0,0,300,Good,37,163.8,Low
474,475,Societe Rangoon,"Burmese, Asian",1000,Burmese," JP Nagar, Bangalore",JP Nagar,https://www.zomato.com/bangalore/societe-rangoon-jp-nagar-bangalore/info,Opens tomorrow at 12noon,156,4.0,2.9,5,500,Good,161,645.0,Low
475,476,Iris Cafe,"Irish, Italian, Beverages, Desserts",950,Irish," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/iris-cafe-hsr-bangalore/info,Opens tomorrow at 10am,1325,4.1,4.1,73,475,Good,1398,5732.8,Low
476,477,Meghana Foods,"Biryani, Andhra, North Indian, Seafood",1000,Biryani," Residency Road, Bangalore",Residency Road,https://www.zomato.com/bangalore/meghana-foods-residency-road/info,"12midnight – 1:30am, 11:30am – 12midnight (Today)",2321,4.2,4.4,32400,500,Good,34721,145829.2,Low
477,478,Kebabs & Kurries - ITC Gardenia,"North Indian, Kebab, Seafood",3000,North Indian," ITC Gardenia, Bangalore",ITC Gardenia,https://www.zomato.com/bangalore/kebabs-kurries-itc-gardenia-residency-road-bangalore/info,"12:30pm – 2:45pm, 7pm – 11:30pm (Today)",454,4.3,0.0,3,1500,Good,457,1966.1,High
478,479,Element X Resto Pub,Continental,2000,Continental," Koramangala 8th Block, Bangalore",Koramangala 8th Block,https://www.zomato.com/bangalore/element-x-resto-pub-1-koramangala-8th-block-bangalore/info,Opens tomorrow at 11:45am,37,4.0,0.0,0,1000,Good,37,149.0,Medium
479,480,The Bangalore Dhaba,"North Indian, Biryani, Chinese, Mughlai, Fast Food, Momos, Desserts, Beverages",1200,North Indian," Kalyan Nagar, Bangalore",Kalyan Nagar,https://www.zomato.com/bangalore/the-bangalore-dhaba-kalyan-nagar-bangalore/info,"11:30am – 3:30pm, 7pm – 11:30pm (Today)",714,4.2,4.2,1126,600,Good,1840,7729.0,Medium
480,481,Dolci Desserts,"Desserts, Bakery, Pasta, Street Food",850,Desserts," Cunningham Road, Bangalore",Cunningham Road,https://www.zomato.com/bangalore/dolci-desserts-cunningham-road/info,Opens tomorrow at 10:30am,1210,4.3,4.2,924,425,Good,2134,9177.2,Low
481,482,Smooth Criminal,"Chinese, North Indian, Pizza, Biryani, Desserts, Beverages, Continental",1000,Chinese," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/smooth-criminal-koramangala-5th-block-bangalore/info,12noon – 12midnight (Today),155,3.9,0.0,3,500,Average,158,617.2,Low
482,483,Eden Park,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian, Sichuan",1300,Andhra," Cunningham Road, Bangalore",Cunningham Road,https://www.zomato.com/bangalore/eden-park-cunningham-road/info,11:30am – 12midnight (Today),933,3.9,4.0,620,650,Average,1553,6057.7,Medium
483,484,Kullad Cafe,"North Indian, Fast Food",400,North Indian," BTM, Bangalore",BTM,https://www.zomato.com/bangalore/kullad-cafe-btm/info,Opens tomorrow at 7:30am,804,3.8,4.1,45200,200,Average,46004,174816.2,Low
484,485,Hungry Hippie,"North Indian, Italian, Continental, Mexican, Pizza, Fast Food, Desserts, Beverages",1200,North Indian," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/hungry-hippie-koramangala-5th-block/info,11am – 1am (Today),3471,4.2,4.1,92,600,Good,3563,14965.6,Medium
485,486,Imperio Restaurant,"Biryani, Kebab, Chinese, North Indian, Arabian, South Indian, Shawarma, Desserts",1000,Biryani," HSR, Bangalore",HSR,https://www.zomato.com/bangalore/imperio-restaurant-2-hsr-bangalore/info,"12midnight – 4am, 10am – 12midnight (Today)",219,4.0,3.8,7108,500,Good,7327,29309.0,Low
486,487,Lyfe Farm To Fork Restaurant & Pizzeria,"Chinese, Continental, Pizza, Pasta, Desserts",2000,Chinese," Varthur Main Road, Whitefield, Bangalore",Varthur Main Road,https://www.zomato.com/bangalore/lyfe-farm-to-fork-restaurant-pizzeria-varthur-main-road-whitefield-bangalore/info,Opens tomorrow at 12noon,78,4.2,0.0,0,1000,Good,78,328.6,Medium
487,488,Fire Station,"Finger Food, North Indian, Continental, Italian, Chinese, Beverages, Desserts",1700,Finger Food," Electronic City, Bangalore",Electronic City,https://www.zomato.com/bangalore/fire-station-electronic-city-bangalore/info,12noon – 1am (Today),4853,4.2,4.1,2458,850,Good,7311,30707.2,Medium
488,489,Dofu,"Chinese, Korean, Japanese, Asian, Desserts, Beverages",1400,Chinese," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/dofu-indiranagar-bangalore/info,Opens tomorrow at 12noon,1053,4.1,3.5,1062,700,Good,2115,8672.5,Medium
489,490,Beijing Bites,"Chinese, Seafood, Thai, Rolls, Momos, Malaysian",1000,Chinese," Shubh Enclave, Bangalore",Shubh Enclave,https://www.zomato.com/bangalore/beijing-bites-sarjapur-road/info,Opens tomorrow at 12noon,711,3.6,4.0,7466,500,Average,8177,29438.2,Low
490,491,Masala Love & Co,"North Indian, Chinese, Street Food",1000,North Indian," Jayanagar, Bangalore",Jayanagar,https://www.zomato.com/bangalore/masala-love-co-jayanagar-bangalore/info,Opens tomorrow at 11am,168,4.0,4.0,6,500,Good,174,697.0,Low
491,492,Starbucks Coffee,"Cafe, Coffee, Desserts, Beverages",600,Cafe," Ascendas Park Square, Whitefield, Bangalore",Ascendas Park Square,https://www.zomato.com/bangalore/starbucks-coffee-itpl-main-road-whitefield-bangalore/info,Opens tomorrow at 9am,153,4.1,4.1,1544,300,Good,1697,6958.7,Low
492,493,Bira 91 Limited Release Taproom,"Continental, Fast Food, Bar Food, North Indian, Italian, Beverages",2500,Continental," Koramangala 4th Block, Bangalore",Koramangala 4th Block,https://www.zomato.com/bangalore/bira-91-limited-release-taproom-koramangala-4th-block-bangalore/info,11am – 1am (Today),498,4.2,4.0,35,1250,Good,533,2239.6,High
493,494,Nandhana Palace,"Andhra, Biryani, North Indian, Chinese, Desserts, Ice Cream, Beverages",1400,Andhra," Electronic City, Bangalore",Electronic City,https://www.zomato.com/bangalore/nandhana-palace-electronic-city-bangalore/info,"12midnight – 1am, 10am – 12midnight (Today)",1366,4.3,4.0,10400,700,Good,11766,50594.8,Medium
494,495,The Rogue Elephant,"North Indian, Salad, Sandwich, Fast Food, Italian, Oriental, Desserts, Beverages",1200,North Indian," Basavanagudi, Bangalore",Basavanagudi,https://www.zomato.com/bangalore/the-rogue-elephant-basavanagudi-bangalore/info,Opens tomorrow at 11:30am,1283,4.0,4.0,5,600,Good,1288,5153.0,Medium
495,496,Tutto Bene - Health Cafe by Little Italy,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",900,Cafe," Indiranagar, Bangalore",Indiranagar,https://www.zomato.com/bangalore/tutto-bene-health-cafe-by-little-italy-indiranagar-bangalore/info,Opens tomorrow at 8am,94,3.5,2.8,31,450,Average,125,438.5,Low
496,497,Nook - Aloft Bengaluru Cessna Business Park,"North Indian, Continental, Asian, Fast Food, South Indian, Desserts, Waffle",1200,North Indian," Aloft Bengaluru Cessna Business Park, Kadubeesanahalli, Bangalore",Aloft Bengaluru Cessna Business Park,https://www.zomato.com/bangalore/nook-aloft-bengaluru-cessna-business-park-kadubeesanahalli-bangalore/info,7am – 11:30pm (Today),777,3.9,3.9,236,600,Average,1013,3951.7,Medium
497,498,World On A Plate - Citrine Hotel,"Continental, Mexican, Italian, Chinese, North Indian, Oriental, Burger, Desserts",1800,Continental," Citrine Hotel, Seshadripuram, Bangalore",Citrine Hotel,https://www.zomato.com/bangalore/world-on-a-plate-citrine-hotel-seshadripuram-bangalore/info,Opens tomorrow at 7:30am,202,4.3,4.0,164,900,Good,366,1574.8,Medium
498,499,Blurred,"North Indian, South Indian, Continental, Chinese",1000,North Indian," Koramangala 5th Block, Bangalore",Koramangala 5th Block,https://www.zomato.com/bangalore/blurred-koramangala-5th-block-bangalore/info,12noon – 12midnight (Today),637,4.1,0.0,1,500,Good,638,2616.8,Low
499,500,Kozy Brew Cafe,"Coffee, Shake, Beverages, Momos, Sandwich, Pizza, Fast Food, Street Food",300,Coffee," Electronic City, Bangalore",Electronic City,https://www.zomato.com/bangalore/kozy-brew-cafe-electronic-city-bangalore/info,Opens tomorrow at 11:30am,52,4.1,0.0,4,150,Good,56,230.6,Low
500,501,Salvadores,"Continental, Pasta, Salad, Desserts, Beverages",2500,Continental," MG Road, Bangalore",MG Road,https://www.zomato.com/bangalore/salvadores-mg-road-bangalore/info,Opens tomorrow at 11am,648,4.6,0.0,0,1250,Excellent,648,2981.8,High
